bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bread_0001,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0001,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.877859,3.716575,0.976814,map,0.0,0.0,0.0,0.0,,,,2.877859,3.716575,0.976814,0.0,0.0,0.781124,0.624376,0.0,-0.0,1.792927,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.220308,0.97543,0.0,1.792927,3.878958,3.87405,0.0,0.0,0.0,0.989037,-0.14767,0.0,-0.0,-2.845168,-2.985569,-1.645091,-1.50469,-1.645091,-1.50469,1.50469,0.066059,0.997816,saw,0.03,4,13,True,701.0,700.0,1.0,2.8486710220744165,3.849262170354717,1.059240885403693,0.5728466922654987,completed,39.2178,0,
bread_0002,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0002,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,garmi,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,2.85368,2.808502,0.976814,map,0.0,0.0,0.0,0.0,,,,2.85368,2.808502,0.976814,0.0,0.0,-0.681813,0.731527,0.0,-0.0,-1.500476,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.070262,-0.997529,0.0,-1.500476,3.611476,2.68757,0.0,0.0,0.0,0.981564,0.191135,0.0,-0.0,2.756956,2.983343,2.025753,1.799366,2.025753,1.799366,1.342226,0.226585,0.973991,saw,0.03,4,13,True,934.0,467.0,0.5005359056806002,2.857328148444632,2.742266752750808,1.0794246769984346,0.5183301591930992,completed,201.24,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 750 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 750 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0003,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0003,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,garmi,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,2.872105,1.6947,0.976814,map,0.0,0.0,0.0,0.0,,,,2.872105,1.6947,0.976814,0.0,0.0,0.785029,0.619459,0.0,-0.0,1.805487,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,-0.232542,0.972586,0.0,1.805487,3.801155,2.000046,0.0,0.0,0.0,0.999774,0.021238,0.0,-0.0,3.099114,-2.82405,-1.293627,-1.653648,-1.293627,-1.653648,1.487944,0.082757,0.99657,saw,0.03,4,13,True,934.0,0.0,0.0,2.9149428438194547,1.519899486227695,1.0800498472049238,0.6281784825339565,completed,203.1339,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 850 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 775 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks, wiggle=False)."
bread_0004,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0004,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,garmi,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,2.741065,2.228671,0.976814,map,0.0,0.0,0.0,0.0,,,,2.741065,2.228671,0.976814,0.0,0.0,0.41771,0.908581,0.0,-0.0,0.861846,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.651037,0.759046,0.0,0.861846,1.630706,1.584768,0.0,0.0,0.0,-0.203236,0.97913,0.0,-0.0,-0.409323,0.525513,1.271169,0.336333,1.271169,0.336333,0.336333,0.943971,0.330028,saw,0.03,4,13,True,934.0,748.0,0.8017148981779206,2.8145166206470966,2.4152964944778086,1.0182379331914928,0.7703046451470311,completed,275.0275,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0005,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0005,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,garmi,success,RIGHT,knife_right,rotated_90,3,2,2,True,True,True,rotate_z_90deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,0.347624,3.111203,0.9505,map,0.0,0.0,0.0,0.0,,,,0.347624,3.111203,0.9505,0.0,0.0,0.529768,0.848143,0.0,-0.0,1.116653,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,0.438692,0.898637,0.0,1.116653,1.457262,3.147764,0.0,0.0,0.0,0.965714,-0.259609,0.0,-0.0,-2.616358,-3.108657,-2.550174,-2.057875,-2.550174,-2.057875,1.083717,0.468047,0.883704,saw,0.03,4,13,True,701.0,0.0,0.0,0.291836272915798,2.9951898471536014,1.032926945403693,0.7199962141374169,completed,192.5789,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 875 ticks in CuttingAction (status=stagnant, max link displacement 0.00179m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=wiggle, max link displacement 0.02497m over 25 ticks, wiggle=True)."
bread_0006,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0006,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,garmi,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,4.949003,4.41803,0.752643,map,0.0,0.0,0.0,0.0,,,,4.949003,4.41803,0.752643,0.0,0.0,0.507617,0.861583,0.0,-0.0,1.064834,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.48465,0.874708,0.0,1.064834,4.01921,3.81504,0.0,0.0,0.0,-0.249281,0.968431,0.0,-0.0,-0.503876,0.575335,1.56871,0.489498,1.56871,0.489498,0.489498,0.882569,0.470183,saw,0.03,4,13,True,934.0,0.0,0.0,4.862667780332511,4.260116891304161,0.8558788472049235,0.7836669238245312,completed,132.9912,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 750 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in CuttingAction (status=stagnant, max link displacement 0.00005m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 750 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0007,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0007,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,garmi,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,5.046292,3.571247,0.752643,map,0.0,0.0,0.0,0.0,,,,5.046292,3.571247,0.752643,0.0,0.0,-0.51439,0.857556,0.0,-0.0,-1.080593,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.470806,-0.882237,0.0,-1.080593,4.154431,2.887047,0.0,0.0,0.0,0.175996,0.984391,0.0,-0.0,0.353834,0.654394,-1.434427,-1.734986,-1.434427,-1.734986,1.406606,0.163453,0.986551,saw,0.03,4,13,True,934.0,467.0,0.5005359056806002,5.076623895868862,3.512252496089142,0.8552536769984345,0.7459225750891378,completed,105.5492,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 825 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0008,bread_cutting,ae0b85ff-9156-43a9-8639-8248d62a3d61,bread_0008,910001,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,garmi,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,4.870528,3.957324,0.752643,map,0.0,0.0,0.0,0.0,,,,4.870528,3.957324,0.752643,0.0,0.0,0.97235,0.233528,0.0,-0.0,2.670184,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.890929,0.454142,0.0,2.670184,4.288156,3.778817,0.0,0.0,0.0,0.392831,0.919611,0.0,-0.0,0.807416,0.297425,1.862768,2.372759,1.862768,2.372759,0.768834,0.718722,0.695298,saw,0.03,4,13,True,584.0,438.0,0.7512864493996569,4.773662155988565,4.007412466744871,0.8237195480813773,0.8489113707657726,completed,50.3446,0,
bread_0001,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0001,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_left,primary,1,0,0,False,False,False,,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,2.763083,2.946998,0.976814,map,0.0,0.0,0.0,0.0,,,,2.763083,2.946998,0.976814,0.0,0.0,-0.120011,0.992773,0.0,-0.0,-0.240602,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.971195,-0.238287,0.0,-0.240602,3.450311,2.940137,0.0985,0.0,0.0,0.990353,0.138567,0.0,-0.0,2.863563,3.131609,-3.104165,2.910974,-3.104165,2.910974,0.230618,0.973525,0.22858,saw,0.03,4,13,True,934.0,794.0,0.8510182207931404,2.930742838870862,2.8351732185704925,0.981475157643371,0.1956811594938267,completed,68.8219,0,
bread_0002,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0002,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,2.808869,1.75747,0.976814,map,0.0,0.0,0.0,0.0,,,,2.808869,1.75747,0.976814,0.0,0.0,-0.64135,0.767249,0.0,-0.0,-1.392512,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,0.177341,-0.984149,0.0,-1.392512,3.532823,1.800516,0.0985,0.0,0.0,0.923015,0.384765,0.0,-0.0,2.351686,-3.082203,2.538987,1.68969,2.538987,1.68969,1.451902,0.118614,0.99294,saw,0.03,4,13,True,817.0,656.0,0.803921568627451,2.8938335627400384,1.60749311602503,1.011885141811375,0.4965995316139591,completed,64.4526,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 225 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 225 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 600 ticks in CuttingAction (status=wiggle, max link displacement 0.01463m over 25 ticks, wiggle=True). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=stagnant, max link displacement 0.00041m over 25 ticks, wiggle=False)."
bread_0003,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0003,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_left,primary,1,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.662219,2.396809,0.976814,map,0.0,0.0,0.0,0.0,,,,2.662219,2.396809,0.976814,0.0,0.0,0.992189,-0.124745,0.0,-0.0,-2.891452,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.968878,-0.247541,0.0,-2.891452,1.870626,2.547198,0.0985,0.0,0.0,-0.587785,0.809017,0.0,-0.0,-1.256637,-0.187746,-1.634814,-2.703706,-1.634814,-2.703706,0.437887,0.90565,0.424027,saw,0.03,4,13,True,701.0,596.0,0.8514285714285714,2.5184554935882235,2.410671736048832,0.979962151206046,0.5680203403500705,completed,114.2904,0,
bread_0004,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0004,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.908849,3.620562,0.976814,map,0.0,0.0,0.0,0.0,,,,2.908849,3.620562,0.976814,0.0,0.0,0.292491,0.956268,0.0,-0.0,0.593662,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.828898,0.5594,0.0,0.593662,3.648565,3.735315,0.0985,0.0,0.0,0.940015,-0.341132,0.0,-0.0,-2.44535,-2.987689,3.039012,-2.701835,3.039012,-2.701835,0.439758,0.904855,0.42572,saw,0.03,4,13,True,584.0,302.0,0.5180102915951973,2.940975442357847,3.6414781485631753,1.0277122777517775,0.0125779927972811,completed,24.659,0,
bread_0005,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0005,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.910734,2.114442,0.976814,map,0.0,0.0,0.0,0.0,,,,2.910734,2.114442,0.976814,0.0,0.0,0.851292,0.524693,0.0,-0.0,2.036885,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.449395,0.893333,0.0,2.036885,3.511319,2.114905,0.0985,0.0,0.0,0.991381,-0.131011,0.0,-0.0,-2.878815,-3.140823,-1.367485,-1.105478,-1.367485,-1.105478,1.105478,0.448707,0.893679,saw,0.03,4,13,True,584.0,496.0,0.8507718696397941,2.896895088737939,2.2295493131970745,0.9800046905935368,0.2624643447955477,completed,27.756,0,
bread_0006,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0006,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,0.274093,3.034307,0.9505,map,0.0,0.0,0.0,0.0,,,,0.274093,3.034307,0.9505,0.0,0.0,0.97637,-0.216105,0.0,-0.0,-2.705946,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.906597,-0.421997,0.0,-2.705946,-0.422657,3.062835,0.0985,0.0,0.0,-0.175501,0.984479,0.0,-0.0,-0.352829,-0.040923,-2.353117,-2.665024,-2.353117,-2.665024,0.476569,0.888574,0.458733,saw,0.03,4,13,True,701.0,421.0,0.6014285714285714,0.210196133745855,3.058633623463372,0.9536482112060458,0.5777259686873993,completed,93.9864,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.00520m over 25 ticks, wiggle=True). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in CuttingAction (status=wiggle, max link displacement 0.01243m over 25 ticks, wiggle=True). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in CuttingAction (status=wiggle, max link displacement 0.00889m over 25 ticks, wiggle=True). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks, wiggle=False)."
bread_0007,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0007,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,4.991502,4.4261,0.752643,map,0.0,0.0,0.0,0.0,,,,4.991502,4.4261,0.752643,0.0,0.0,-0.646006,0.763333,0.0,-0.0,-1.40468,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.165353,-0.986234,0.0,-1.40468,4.28783,4.412846,0.0985,0.0,0.0,-0.072452,0.997372,0.0,-0.0,-0.14503,0.018833,-1.25965,-1.423514,-1.25965,-1.423514,1.423514,0.146751,0.989174,saw,0.03,4,13,True,934.0,0.0,0.0,4.960742693671086,4.603424921757759,0.8558788472049236,0.2859685189594118,completed,60.2723,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=stagnant, max link displacement 0.00101m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.00932m over 25 ticks, wiggle=True). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 325 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 325 ticks in CuttingAction (status=stagnant, max link displacement 0.00004m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00015m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0008,bread_cutting,43c4f1cb-b35e-4690-8192-0675d634ffbc,bread_0008,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,5.188471,3.946509,0.752643,map,0.0,0.0,0.0,0.0,,,,5.188471,3.946509,0.752643,0.0,0.0,0.792118,0.610368,0.0,-0.0,1.828543,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.254902,0.966967,0.0,1.828543,5.834053,4.291049,0.0985,0.0,0.0,0.877773,-0.479078,0.0,-0.0,-2.142386,-2.651358,-2.312257,-1.803284,-2.312257,-1.803284,1.338309,0.230399,0.973096,saw,0.03,4,13,True,584.0,292.0,0.5008576329331046,5.179313492244408,3.983734063116672,0.8240348335552772,0.2034350058387311,completed,12.3187,0,
